num_clients,avg_set_rt_ms,set_rt_ms_25,set_rt_ms_50,set_rt_ms_75,set_rt_ms_90,set_rt_ms_99,conf_set_rt_ms,avg_set_tp_s,max_set_tp_s,conf_set_tp_s,avg_interactive_set_rt_ms,avg_set_think_time,conf_interactive_set_rt_ms,avg_set_time_in_queue_ms,conf_set_time_in_queue_ms,avg_get_rt_ms,get_rt_ms_25,get_rt_ms_50,get_rt_ms_75,get_rt_ms_90,get_rt_ms_99,conf_get_rt_ms,avg_get_tp_s,max_get_tp_s,conf_get_tp_s,avg_interactive_get_rt_ms,avg_get_think_time,conf_interactive_get_rt_ms,avg_queue_length,conf_queue_length,avg_get_service_time_ms,conf_get_service_time_ms,avg_set_service_time_ms,conf_set_service_time_ms,avg_get_time_in_queue_ms,conf_get_time_in_queue_ms,miss_rate,num_workers
6,1.0750213252733025,0.662902,0.877605,1.227301,1.7449128999999999,4.108772609999998,0.0020058733420208847,3196.6666666666665,3598,19.861000563143232,1.8610790954606613,1.5876066166033168e-05,0,0.10676165211577919,0.0008678807733008434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7218019442295401,0.002359160238193921,0,0,0.8559235331797235,0.0017352675029486619,0,0,0,8
12,1.1784876453346993,0.647302,0.902703,1.343604,2.029106,6.1213479999999905,0.0018741020751220645,6015.758064516129,6942,49.126904854814924,1.9793727689080025,1.5388302149998532e-05,0,0.23076466741291463,0.0010549884286230014,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2207553459507334,0.002721129356381173,0,0,0.8417727157125858,0.0014345609499255164,0,0,0,8
24,2.196321940935921,1.275402,1.809204,2.555206,3.620705,8.82441778,0.002555568972763945,7923.779569892473,9056,66.69136663583534,3.013568031096,1.5289572564683815e-05,0,1.1943855173382425,0.001969573631465698,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92896772543243,0.005601281027018335,0,0,0.9005767974532894,0.0014984007842425327,0,0,0,8
48,5.079504676163378,3.644304,4.585414,5.843518,7.7631107,12.756387940000003,0.0037704057337786,8074.860215053764,9306,98.5559065247886,5.928832976331692,1.5542371555418253e-05,0,4.0807280878406615,0.0033631323470720426,0,0,0,0,0,0,0,0,0,0,0,0,0,31.299865372681975,0.007606264642612564,0,0,0.8995717327221613,0.0015048612053654442,0,0,0,8
96,11.030216363093336,8.804527,10.523648,12.712017,15.0952138,21.789998519999997,0.005272311848871088,8078.908602150537,9415,107.18733483208894,11.867234548875773,1.5558626237707764e-05,0,10.029025141178703,0.005011286216046607,0,0,0,0,0,0,0,0,0,0,0,0,0,78.85295509281103,0.009812443992335454,0,0,0.9020596992207908,0.0014518709346881058,0,0,0,8
144,17.087345434495653,14.337229,16.509151,19.14783,22.026842,30.195536399999984,0.006541962129752525,8011.080645161291,9106,68.56151649801443,17.95908132983012,1.6021702864513605e-05,0,16.07694668846109,0.006313979284941529,0,0,0,0,0,0,0,0,0,0,0,0,0,126.57495901174515,0.012921845658527283,0,0,0.9120662350635316,0.0014416409409226834,0,0,0,8
192,23.334639158597604,20.074799,22.680835,25.730963000000003,29.280087,38.596917400000024,0.007632897238511419,7926.295698924731,8946,66.73376984992825,24.20687809634665,1.62908709739122e-05,0,22.314873623929053,0.007422002936492226,0,0,0,0,0,0,0,0,0,0,0,0,0,174.59576908493642,0.00962358646691633,0,0,0.921033013124953,0.0013988667239773194,0,0,0,8
240,28.9669096862018,24.969566750000002,27.913639500000002,31.44844425,35.6073106,46.100483869999984,0.02340024703182303,8016.709677419355,9223,111.00839467449147,29.921380369411875,1.608894870592874e-05,0,27.958623951462283,0.02297249660797384,0,0,0,0,0,0,0,0,0,0,0,0,0,221.55340122915308,0.01074342884118777,0,0,0.9088138106173395,0.003443369885877085,0,0,0,8
6,1.0801963108258397,0.663701,0.876606,1.21973275,1.7399045,4.068092099999981,0.004153875862495544,3161.5913978494623,3617,28.142411893954996,1.8819363983583197,1.5842044511066974e-05,0,0.10366119584699417,0.0007569821200903851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686169344416178,0.0023076011526818752,0,0,0.8622790535102101,0.00404947007857454,0,0,0,16
12,1.1096447248505936,0.626901,0.850506,1.224304,1.854612,5.985117840000007,0.0017488817901607895,6329.698924731183,7201,48.495461483869846,1.8817309950047736,1.4093773708002215e-05,0,0.15047754606208658,0.0007549632070727904,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437954208017504,0.003158394001227328,0,0,0.8541418989623928,0.0015039606125646673,0,0,0,16
