num_clients,avg_set_rt_ms,set_rt_ms_25,set_rt_ms_50,set_rt_ms_75,set_rt_ms_90,set_rt_ms_99,conf_set_rt_ms,avg_set_tp_s,conf_set_tp_s,avg_get_rt_ms,get_rt_ms_25,get_rt_ms_50,get_rt_ms_75,get_rt_ms_90,get_rt_ms_99,conf_get_rt_ms,avg_get_tp_s,conf_get_tp_s,miss_rate,num_workers
6,0,0,0,0,0,0,0,0,0,2.0674576271186442,1.984,2.061,2.141,2.218,2.367730000000001,0.006846624398539998,2896.0225988700563,10.790038699140032,0.004801051900522048,8
12,0,0,0,0,0,0,0,0,0,4.041213747645951,3.9170000000000003,4.039,4.151,4.2797,4.465769999999999,0.007548987240041329,2967.8192090395482,6.713751151046488,0.009630613892146263,8
24,0,0,0,0,0,0,0,0,0,8.263116054613937,7.868999999999999,8.056000000000001,8.25425,8.459999999999999,13.604709999999946,0.08335207522613323,2966.124293785311,13.85096765239666,0.01003801875795232,8
48,0,0,0,0,0,0,0,0,0,16.124707627118642,15.868,16.117,16.372999999999998,16.618000000000002,17.122249999999998,0.00837765715759378,2976.3107344632767,4.308484200365576,0.012266351813852132,8
96,0,0,0,0,0,0,0,0,0,32.28547098634652,31.836999999999996,32.269,32.719,32.9489,33.77018,0.009005853686329486,2973.598870056497,4.5994841160075,0.010820269528259048,8
192,0,0,0,0,0,0,0,0,0,64.9097678319209,64.296,64.76599999999999,65.55224999999999,66.08,68.30117,0.019376206051192453,2959.135593220339,6.188095620224958,0.0062451433557287874,8
6,0,0,0,0,0,0,0,0,0,2.066741054613936,1.9829999999999999,2.051,2.13775,2.2259,2.39539,0.007170193645553284,2897.9039548022597,11.02095363106186,0.004790136646592414,16
12,0,0,0,0,0,0,0,0,0,4.52905131826742,3.897,4.0200000000000005,4.134,4.2557,7.983419999999996,0.5880972934196063,2978.3954802259886,20.943349633462688,0.009619178414798852,16
24,0,0,0,0,0,0,0,0,0,8.924232344632768,7.812999999999999,8.049,8.272250000000001,8.5153,23.05455999999991,0.5821128772880225,2975.5819209039546,20.337935864898373,0.010047885045511679,16
48,0,0,0,0,0,0,0,0,0,16.573458451035783,15.849000000000002,16.116,16.398,16.701500000000003,18.61019999999982,0.28723102466523664,2974.062146892655,14.549724907938398,0.012214836752411149,16
96,0,0,0,0,0,0,0,0,0,35.65947484980563,31.702999999999996,32.245999999999995,32.819,34.31240000000001,122.26137999999995,0.44664666632599925,2943.9485714285715,22.64782864837456,0.010833604381941812,16
192,0,0,0,0,0,0,0,0,0,65.37240204213747,63.74475000000001,64.615,65.588,66.551,98.00016999999964,0.10298374079465906,2964.19209039548,8.639377786084841,0.006223054080531847,16
6,0,0,0,0,0,0,0,0,0,2.0709058380414316,1.9829999999999999,2.0645,2.1457499999999996,2.238,2.377,0.00729204316133896,2892.316384180791,10.005573419239699,0.004820877446575771,32
12,0,0,0,0,0,0,0,0,0,4.984503766478343,3.9,4.035,4.188,5.0332,19.30771,0.485467748073601,2877.8011363636365,44.195705145517245,0.00958139772221012,32
24,0,0,0,0,0,0,0,0,0,10.261002355157796,7.804000000000001,8.0435,8.307,8.912499999999998,32.29285,0.9200645124722273,2971.022857142857,26.50008767913822,0.010032872209286399,32
48,0,0,0,0,0,0,0,0,0,16.090308027306968,15.803749999999997,16.105999999999998,16.385,16.671000000000003,17.500999999999998,0.010356493156727733,2983.9039548022597,3.3135565092151187,0.012278685451698473,32
96,0,0,0,0,0,0,0,0,0,32.26418067325801,31.672000000000004,32.245999999999995,32.833999999999996,33.7628,34.984089999999995,0.016092167031736094,2977.553672316384,3.3829520635334687,0.010948205689651574,32
192,0,0,0,0,0,0,0,0,0,66.5670078272128,63.542,64.63,66.22874999999999,67.637,110.07301999999999,0.2819359940050094,2954.2485875706216,13.742851690395854,0.006242087427472069,32
6,0,0,0,0,0,0,0,0,0,2.0723022598870053,1.987,2.062,2.14875,2.229,2.3423900000000004,0.006777948796917626,2889.1129943502824,10.825010536157688,0.004796889941393073,64
12,0,0,0,0,0,0,0,0,0,4.032575800376647,3.9167500000000004,4.021999999999999,4.148,4.2547,4.45908,0.007227411602816723,2973.5819209039546,6.442858399512832,0.009629049786823326,64
24,0,0,0,0,0,0,0,0,0,8.042661487758945,7.864,8.03,8.201,8.388300000000001,8.687999999999999,0.0077712745954167,2983.2655367231637,4.201961204597324,0.01001253697650548,64
48,0,0,0,0,0,0,0,0,0,16.116009298493406,15.634000000000002,16.099000000000004,16.382,16.672,18.168,0.015556587160820666,2981.700564971751,6.83865697517851,0.012297233027828884,64
96,0,0,0,0,0,0,0,0,0,32.42757085687383,30.332749999999997,32.2355,33.941,36.163199999999996,40.59809,0.04272670497329073,2980.8022598870057,5.049770644278345,0.011023460866334852,64
192,0,0,0,0,0,0,0,0,0,65.01663473987759,62.480999999999995,64.5085,66.717,70.20800000000001,76.95700000000001,0.041427986859699936,2962.0225988700563,3.3740489649829195,0.00623333422344634,64
