num_clients,avg_set_rt_ms,set_rt_ms_25,set_rt_ms_50,set_rt_ms_75,set_rt_ms_90,set_rt_ms_99,conf_set_rt_ms,avg_set_tp_s,max_set_tp_s,conf_set_tp_s,avg_interactive_set_rt_ms,avg_set_think_time,conf_interactive_set_rt_ms,avg_set_time_in_queue_ms,conf_set_time_in_queue_ms,avg_get_rt_ms,get_rt_ms_25,get_rt_ms_50,get_rt_ms_75,get_rt_ms_90,get_rt_ms_99,conf_get_rt_ms,avg_get_tp_s,max_get_tp_s,conf_get_tp_s,avg_interactive_get_rt_ms,avg_get_think_time,conf_interactive_get_rt_ms,avg_queue_length,conf_queue_length,avg_get_service_time_ms,conf_get_service_time_ms,avg_set_service_time_ms,conf_set_service_time_ms,avg_get_time_in_queue_ms,conf_get_time_in_queue_ms,miss_rate,num_workers
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.12831632766733,29.992074,30.42926,31.02858,34.658702,46.79445200000003,0.0139654772252426,2996.564516129032,3190,7.010698803375843,32.01232361227284,2.436356174902801e-05,0,68.6543389293474,0.01479745244220455,5.309204425898114,0.0150426381071407,0,0,25.77622983548185,0.017385304454417647,0.01540653185278482,16
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.33827337214902,45.730176,46.212392,47.0267895,57.610548,65.68844759999999,0.016835753037352644,2985.435483870968,3127,7.414779023308042,48.21042092113324,2.374819019757209e-05,0,116.40011993711406,0.016288534945953108,5.336610061076085,0.015288100511150744,0,0,41.95638583209886,0.018436782779423747,0.012139580868409536,16
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.59886551501183,61.4623565,62.040025,63.0983045,74.317149,79.46209737999999,0.01714377010177322,2974.532258064516,3078,5.736438489732463,64.52290997623011,2.5053650471837088e-05,0,163.91149055693225,0.018404821556832977,5.348058027437224,0.015113447522429537,0,0,58.20318520798969,0.017591029510040112,0.008475173651590654,16
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8937502434577,77.19703575,77.921644,79.86860275000001,90.326522,97.79738779999995,0.017837707088497287,2976.0967741935483,3138,6.102970121696899,80.61712794353578,2.541099575470505e-05,0,212.41265350805884,0.01516601356836033,5.3462282977216296,0.015080915936251545,0,0,74.49929973438365,0.016958763683133395,0.009401070175628756,16
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2836956179626795,0.820602,0.996302,1.277808,1.805812,6.922739050000001,0.003972694963331211,2640.3010752688174,3003,22.41436379736233,2.2467851441958393,2.568296794516754e-05,0,0.7011643344682099,0.0027638973185076087,1.1390414252956655,0.0038842063147758073,0,0,0.0899764546667047,0.0007288541884264135,0.014074641210679785,32
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0429157401617375,0.938402,1.245808,4.769153,8.773651,11.223219999999998,0.00902147631774206,2993.032258064516,3143,7.052630684486988,3.9847277508640144,2.4584199472250963e-05,0,1.9891576133816176,0.005655352676824267,2.8442314637203974,0.008999887789679169,0,0,0.14800066067066167,0.0009703165764100371,0.013879907455308387,32
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.110288804586853,1.113203,7.4534155,12.75126775,13.618588,16.051420999999994,0.015328967236442628,2990.548387096774,3117,5.3724737457118135,7.997690625146969,2.7593333993118107e-05,0,4.179004821642379,0.010881189222537002,6.830570168719728,0.015393201187573462,0,0,0.22900436131935387,0.001341529623324016,0.011236116654261994,32
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.995015229289212,14.376732,14.763293,15.091631,15.636715500000001,29.489208249999997,0.009821089683593662,2994.3870967741937,3106,4.748415403994318,16.000657535514478,2.9334061667348945e-05,0,7.31815619187153,0.014498259820240913,10.309781794518775,0.01645165125627731,0,0,4.63528556708609,0.01622544087802994,0.01374076228642837,32
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.313566380372052,29.867487,30.366862,30.926429,44.534221200000005,45.93033409999998,0.028637762222562813,2978.2526881720432,3084,18.76549136417198,32.20420114914568,2.9464040265003474e-05,0,46.83251347131085,0.025172542491578798,10.700072468130083,0.017004240406439153,0,0,20.566151815371274,0.028119776542299735,0.012367430567464865,32
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.469336259294046,45.622982,46.092135,46.798435,60.366834,61.648375539999996,0.019259899729249737,2976.3817204301076,3093,5.428906028638309,48.35436520145518,2.652593612074991e-05,0,94.7113891262213,0.02548156508070283,10.741658265993747,0.0171020569229177,0,0,36.679941367970414,0.018671087493085197,0.009443522209798648,32
