num_clients,avg_set_rt_ms,set_rt_ms_25,set_rt_ms_50,set_rt_ms_75,set_rt_ms_90,set_rt_ms_99,conf_set_rt_ms,avg_set_tp_s,conf_set_tp_s,avg_get_rt_ms,get_rt_ms_25,get_rt_ms_50,get_rt_ms_75,get_rt_ms_90,get_rt_ms_99,conf_get_rt_ms,avg_get_tp_s,conf_get_tp_s,miss_rate,num_workers
6,2.112562037037037,1.8607500000000001,1.9719999999999998,2.0989999999999998,2.2303,4.476230000000024,0.07922259961278037,2996.7833333333333,27.962733503374757,0,0,0,0,0,0,0,0,0,0,8
12,1.9050194444444444,1.7570000000000001,1.8435000000000001,1.9559999999999997,2.0500000000000003,3.921739999999997,0.022799429871855667,6441.377777777778,48.450796745514126,0,0,0,0,0,0,0,0,0,0,8
24,3.164899722093562,2.442,2.597,2.769,2.9546000000000006,4.667589999999994,0.43526522832141923,9163.97191011236,74.45223581560559,0,0,0,0,0,0,0,0,0,0,8
48,4.66874224537037,4.439,4.651,4.879,5.091,5.42661,0.007145072936925893,10324.033333333333,33.95028161504016,0,0,0,0,0,0,0,0,0,0,8
96,9.92409855324074,8.956000000000001,9.309,9.683,10.040100000000002,23.69930999999999,0.15074757295514482,10253.505555555555,86.42802307797817,0,0,0,0,0,0,0,0,0,0,8
144,14.049507523148147,13.354,13.927999999999999,14.486,14.956000000000001,15.896240000000008,0.042996628884263276,10351.58888888889,39.3714983244236,0,0,0,0,0,0,0,0,0,0,8
192,18.788538339120368,17.861,18.456,19.184,19.808000000000003,23.279159999999713,0.05692050115716791,10355.85,43.447577693084895,0,0,0,0,0,0,0,0,0,0,8
240,23.623606879948145,22.044,22.872,23.96275,24.894,33.10098999999995,0.12946158420102735,10426.348314606741,48.778644318789325,0,0,0,0,0,0,0,0,0,0,8
6,2.4634666666666667,1.911,2.0109999999999997,2.122,2.2571,10.129990000000017,0.2985393819309962,2931.288888888889,44.921087784071474,0,0,0,0,0,0,0,0,0,0,16
12,1.8737175925925929,1.754,1.85,1.954,2.0521000000000003,2.3902999999999954,0.012731813785971218,6456.238888888889,35.30758441804452,0,0,0,0,0,0,0,0,0,0,16
24,3.5022541666666664,2.35,2.4985,2.675,2.8531,6.8420200000000175,0.8220247240699292,9451.427777777777,75.40654157738464,0,0,0,0,0,0,0,0,0,0,16
48,4.125308217592592,3.718,3.975,4.2772499999999996,4.531000000000001,7.659999999999998,0.043725053328297014,11976.566666666668,73.49435070033654,0,0,0,0,0,0,0,0,0,0,16
96,10.0520136223987,7.114,7.506,7.873999999999999,8.258,39.559,0.5539465442198823,12625.022727272728,130.76848162400012,0,0,0,0,0,0,0,0,0,0,16
144,11.747957677469135,10.655,11.234000000000002,11.737,12.263,26.731720000000017,0.1342353902004409,12782.622222222222,76.74718868934761,0,0,0,0,0,0,0,0,0,0,16
192,15.035639785879628,14.196,14.841,15.472999999999999,16.023,25.175819999999995,0.023559848266982254,12905.516666666666,86.34824233208137,0,0,0,0,0,0,0,0,0,0,16
240,22.874151259725828,17.419999999999998,18.608,19.687250000000002,26.675100000000015,91.22163999999984,0.3480183100425552,12493.414772727272,159.72069991388025,0,0,0,0,0,0,0,0,0,0,16
6,2.3373166666666663,1.8815,1.971,2.0730000000000004,2.16,13.801870000000012,0.17281654572390837,2976.7277777777776,37.43356579144358,0,0,0,0,0,0,0,0,0,0,32
12,4.734425788497218,1.8239999999999998,1.919,2.035,2.1645000000000003,17.112149999999776,1.7733466808633247,6042.061797752809,77.24332671013359,0,0,0,0,0,0,0,0,0,0,32
24,2.856875,2.45475,2.592,2.7670000000000003,2.9341,6.3093700000000315,0.2373407762410286,9135.116666666667,57.12356018727538,0,0,0,0,0,0,0,0,0,0,32
48,6.5125668288163086,3.689,3.973,4.34075,4.9237,25.238760000000003,0.7702773570879137,11606.38202247191,204.59320641405085,0,0,0,0,0,0,0,0,0,0,32
96,6.89491335802755,5.989000000000001,6.433,6.811,7.227,16.001299999999993,0.17775120325139881,14863.185393258427,163.9167696548633,0,0,0,0,0,0,0,0,0,0,32
144,11.515138110875023,8.884999999999998,9.524,10.064,10.687999999999999,33.399280000000005,0.40613430460349803,14962.59659090909,129.151974857913,0,0,0,0,0,0,0,0,0,0,32
192,12.863419675925925,12.006999999999998,12.626999999999999,13.257,13.784,17.644469999999743,0.049645912785766466,15177.388888888889,60.435193551542355,0,0,0,0,0,0,0,0,0,0,32
240,19.529209670319485,14.838999999999999,15.778,16.673000000000002,17.5398,83.58283999999969,0.38908708963072225,14842.931818181818,184.3550893044127,0,0,0,0,0,0,0,0,0,0,32
6,3.7750463392029663,1.8665000000000003,1.96,2.0549999999999997,2.1672000000000002,20.099160000000044,1.470087589014295,3007.1404494382023,44.516157577289576,0,0,0,0,0,0,0,0,0,0,64
12,1.8756337962962963,1.783,1.866,1.9629999999999999,2.0501000000000005,2.1809999999999996,0.005512174089216016,6413.477777777778,23.96592518525501,0,0,0,0,0,0,0,0,0,0,64
24,2.719176851851852,2.569,2.695,2.85525,3.011,3.222620000000001,0.006118606874674254,8863.533333333333,40.213152700274485,0,0,0,0,0,0,0,0,0,0,64
48,4.1486375737932635,3.701,3.9810000000000003,4.281,4.575,8.277300000000013,0.038140535941242296,11958.525139664804,122.90618960472446,0,0,0,0,0,0,0,0,0,0,64
96,6.272427372685185,5.71475,6.28,6.719,7.137999999999999,7.744,0.009477750855274402,15452.533333333333,31.366582068409233,0,0,0,0,0,0,0,0,0,0,64
144,9.154965663580247,7.75,8.645999999999999,9.370999999999999,9.991,21.23692000000004,0.1272060959951526,16738.855555555554,127.74933573167358,0,0,0,0,0,0,0,0,0,0,64
192,13.695735832657318,10.156,10.956000000000001,11.773,12.628,43.418049999999894,0.38153405331626083,17187.676136363636,193.83877852886303,0,0,0,0,0,0,0,0,0,0,64
240,13.573055370370373,12.768,13.487,14.346000000000002,14.933000000000002,15.808000000000003,0.009414803947634219,17771.966666666667,25.181305455574126,0,0,0,0,0,0,0,0,0,0,64
288,16.882806404320988,15.472,16.497999999999998,17.601,18.4241,31.597610000000003,0.033084737988941425,17401.25,81.28961182999421,0,0,0,0,0,0,0,0,0,0,64
