num_clients,avg_set_rt_ms,set_rt_ms_25,set_rt_ms_50,set_rt_ms_75,set_rt_ms_90,set_rt_ms_99,conf_set_rt_ms,avg_set_tp_s,max_set_tp_s,conf_set_tp_s,avg_interactive_set_rt_ms,avg_set_think_time,conf_interactive_set_rt_ms,avg_set_time_in_queue_ms,conf_set_time_in_queue_ms,avg_get_rt_ms,get_rt_ms_25,get_rt_ms_50,get_rt_ms_75,get_rt_ms_90,get_rt_ms_99,conf_get_rt_ms,avg_get_tp_s,max_get_tp_s,conf_get_tp_s,avg_interactive_get_rt_ms,avg_get_think_time,conf_interactive_get_rt_ms,avg_queue_length,conf_queue_length,avg_get_service_time_ms,conf_get_service_time_ms,avg_set_service_time_ms,conf_set_service_time_ms,avg_get_time_in_queue_ms,conf_get_time_in_queue_ms,miss_rate,num_workers
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2048116258949906,0.751202,0.931224,1.226103,1.683044,7.1610879999999995,0.003927849864322173,2686.6989247311826,2910,11.857393263335354,1.0907147217635265,2.5897181559494604e-05,0,0.159803572357652,0.0011210801639558508,1.0763548973557509,0.003883714133320398,0,0,0.0668594454921297,0.0004949115582997838,0.009881415015428455,8
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0581084675636023,0.80182,1.065202,5.472538,9.31882,11.144785600000002,0.009720379548289889,2978.2849462365593,3117,6.33270257977747,1.9874065499231892,2.7175704062199326e-05,0,0.7014771798014662,0.0025301303258585344,2.8999039437451377,0.009667744810083192,0,0,0.09755818303815611,0.0007442742147418969,0.009520525813189015,8
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.160522204527287,0.990125,7.3610555,12.843926,13.5636441,19.801820069999987,0.016446580676394342,2959.3548387096776,3073,10.189196410008668,4.026215238104062,2.8722629783445965e-05,0,1.4596740789186833,0.003971089628548594,4.963330332844634,0.015066801959328701,0,0,2.138743615102464,0.011631903087195593,0.009890269602499818,8
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16666136822779,14.15396,14.752835,15.4712935,23.736829399999998,29.725248679999993,0.015250871111338002,2985.5,3078,5.914082083751033,8.009264524488431,2.9589938750556017e-05,0,9.64344330932842,0.008333933697096854,5.31961294697129,0.015828883593479233,0,0,9.792820498113644,0.016363399604484477,0.011604475394514346,8
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.410498265363938,29.427875,30.412568,31.989983000000002,44.379077,49.40284099999984,0.021246546353747307,2975.564516129032,3084,5.9420227037286235,16.100968070506184,3.0424725656105736e-05,0,33.62375260861317,0.008547966435413418,5.335689590226848,0.015851406530056476,0,0,26.017445971267765,0.02004519072482331,0.00990143733456198,8
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.69928833936233,44.25519925,45.912005,59.2487055,61.3381269,75.144493,0.02832574359388909,2970.1182795698924,3106,6.171342848981676,24.210757319114045,3.0701512763330815e-05,0,57.50832485582197,0.008725720715851992,5.346243995699095,0.016033901365721154,0,0,42.29162576258866,0.02652267221722603,0.007959206577342056,8
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.918712646293095,57.85789875,61.455203,76.1817335,77.80563229999998,92.11620195999998,0.0330531030103043,2970.3225806451615,3088,5.865425240633589,32.28916422019621,3.0557760689979715e-05,0,81.51034426585578,0.008844559803107865,5.344824010032945,0.0158867685723141,0,0,58.5114981014571,0.03097927533301759,0.007006588473790906,8
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.09601850426803,63.6325095,76.6779155,92.914761,102.7467183,109.32654851999999,0.04033902836680707,2965.2903225806454,3081,5.8716049353544735,40.43819549058279,3.001738091974529e-05,0,105.22740706090539,0.010607879257569713,5.354632593343413,0.015958142070225476,0,0,74.68072300105341,0.037850298046140776,0.005361312968684275,8
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2047521491712263,0.755402,0.936824,1.233003,1.6881284000000014,7.059539520000006,0.003881210443596271,2677.55376344086,2991,14.475493287538498,1.0933991707725517,2.7026510669143116e-05,0,0.1597891672104814,0.0011276920806392204,1.0740941024587123,0.003835872928644708,0,0,0.06713417621404547,0.0005006449159280532,0.009860950755484162,16
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0706126169566677,0.802002,1.063828,5.41691325,9.3735245,11.12222325,0.009818257577679552,2977.989247311828,3117,6.613333786943922,1.9868979636418456,2.788432793831444e-05,0,0.667374969760212,0.002448948276130631,2.9167008712110007,0.009776082100311502,0,0,0.09240037901557308,0.0006962788372386924,0.009537719396431886,16
